standort_id,patch_idx,patch_row,patch_col,patch_x_mm,patch_y_mm,patch_size_px,valid_ratio,roughness_index,var_Nz,surface_entropy_Nz,albedo_variance,skewness_Nz,kurtosis_Nz,edge_mean,edge_std,edge_p95,edge_density_global,std_Nx,std_Ny,albedo_mean,mean_deviation_deg
S001,43,6,1,50,300,193,0.7273752315498403,0.33220236288109156,0.006153900641947985,2.336767280977449,0.0716981515288353,-2.6885855197906494,9.807576179504395,0.252651572227478,0.24261462688446045,0.7248679995536804,0.08119878939986713,0.23313121497631073,0.23666061460971832,0.8691884875297546,18.090944290161133
S001,44,6,2,100,300,193,0.8210958683454589,0.36722683678586815,0.006618158426135778,2.5287813660769207,0.0702316015958786,-2.2700557708740234,7.278502464294434,0.2797749936580658,0.24247588217258453,0.7404602766036987,0.09138466568579369,0.2828115224838257,0.2342502772808075,0.859979510307312,20.285097122192383
S001,45,6,3,150,300,193,0.9111385540551424,0.37865514420370633,0.00689301872625947,2.6112791650945897,0.06956236809492111,-1.825805902481079,4.484781742095947,0.3066152334213257,0.24826036393642426,0.8025118112564087,0.11782904623000089,0.2860102355480194,0.2481488734483719,0.8525416254997253,21.12225914001465
S001,46,6,4,200,300,193,0.8859566699777175,0.38705631818002956,0.007642850279808044,2.6640409901226296,0.07618667930364609,-1.795220136642456,4.129859447479248,0.3201445937156677,0.2588140070438385,0.84053635597229,0.13078391563892003,0.2930120825767517,0.252896249294281,0.8762401342391968,21.766063690185547
S001,47,6,5,250,300,193,0.8308142500469812,0.36026268997389527,0.00655443174764514,2.5222639733018317,0.07442077994346619,-2.0999131202697754,5.5877485275268555,0.29257702827453613,0.2502809464931488,0.7982963919639587,0.1068924289915016,0.2710576057434082,0.23731198906898499,0.8764922022819519,20.056533813476562
S001,48,6,6,300,300,193,0.6892802491342049,,,,,,,,,,,,,,
S002,0,0,0,0,0,193,0.221455609546565,,,,,,,,,,,,,,
S002,1,0,1,50,0,193,0.4707508926414132,,,,,,,,,,,,,,
S002,2,0,2,100,0,193,0.5425112083545867,,,,,,,,,,,,,,
S002,3,0,3,150,0,193,0.6406078015517195,,,,,,,,,,,,,,
S002,4,0,4,200,0,193,0.5916131976697361,,,,,,,,,,,,,,
S002,5,0,5,250,0,193,0.5241751456414937,,,,,,,,,,,,,,
S002,6,0,6,300,0,193,0.3064780262557384,,,,,,,,,,,,,,
S002,7,1,0,0,50,193,0.46524738919165615,,,,,,,,,,,,,,
S002,8,1,1,50,50,193,0.6276410104969261,,,,,,,,,,,,,,
S002,9,1,2,100,50,193,0.7969878385996939,0.3988658464919688,0.00836209673434496,2.697519837565117,0.09804120659828186,-1.8095035552978516,4.19618034362793,0.30836042761802673,0.2590950131416321,0.8284856081008911,0.12311786303769327,0.2937115728855133,0.26986566185951233,0.9157488346099854,22.207679748535156
S002,10,1,3,150,50,193,0.8595666997771753,0.38308941223779724,0.006945066619664431,2.603076627520772,0.10012394934892654,-1.8129631280899048,4.225613594055176,0.2961966097354889,0.24207621812820435,0.7796032428741455,0.10928227871822101,0.2843063771724701,0.2567632794380188,0.9352119565010071,20.941452026367188
S002,11,1,4,200,50,193,0.8871110633842519,0.35975415535514366,0.0047264848835766315,2.4575273683691994,0.1004144698381424,-1.6586201190948486,3.3256263732910156,0.26079267263412476,0.20648621022701263,0.66841059923172,0.07677641931969495,0.27197587490081787,0.235482856631279,0.9833149313926697,19.40625762939453
S002,12,1,5,250,50,193,0.7234288168809901,0.37418431231255095,0.006938311271369457,2.577093007371391,0.0866059884428978,-1.9194515943527222,4.35264253616333,0.27047327160835266,0.22743825614452362,0.7320075035095215,0.09244071696292723,0.2768076956272125,0.25177648663520813,0.9161542654037476,20.59245491027832
S002,13,1,6,300,50,193,0.5556390775591291,,,,,,,,,,,,,,
S002,14,2,0,0,100,193,0.6694944830733711,,,,,,,,,,,,,,
S002,15,2,1,50,100,193,0.8820639480254503,0.3667781206396334,0.007148555014282465,2.510934313972296,0.1014036312699318,-2.2661359310150146,6.633176803588867,0.2785399556159973,0.25146177411079407,0.7747802138328552,0.09925127830533235,0.244065061211586,0.27378538250923157,0.9459993839263916,19.906295776367188
S002,16,2,2,100,100,193,0.9321324062390937,0.4115802631068438,0.007345943711698055,2.721029625870452,0.10425250232219696,-1.5526338815689087,2.972372055053711,0.31748414039611816,0.2468741089105606,0.8035150766372681,0.12995017424613348,0.2905048131942749,0.29155662655830383,0.9180083870887756,22.63303565979004
S002,17,2,3,150,100,193,0.9677306773336197,0.3971364630641723,0.006048246286809444,2.6347422463959673,0.11033831536769867,-1.3714689016342163,2.084908962249756,0.30145004391670227,0.2290457934141159,0.7444636821746826,0.10966238521929703,0.28188008069992065,0.27975165843963623,0.9601975679397583,21.497751235961914
